ts,host,pid,ppid,uid,user,exe,cmdline,syscall,path,dir,filename,ext,new_path,bytes_written,perm,owner,retval,from_writable_exec,is_attack,campaign_id,minute,is_sensitive_path,is_backup_path,is_exec_from_writable,is_delete_backup,label
2026-01-19 10:06:37,fs1,47706,40,1002,user1,/usr/local/bin/backupd,/usr/local/bin/backupd --target /srv/backup --inc,open,/mnt/backup/bxfhivvbgsy.cfg,/mnt/backup,bxfhivvbgsy.cfg,.cfg,,0,,,0,0,0,CAMP-BENIGN-BACKUP,2026-01-19 10:06:00,0,1,0,0,0
2026-01-19 10:46:56,app1,15061,97,1001,backup,/usr/bin/python3,/usr/bin/python3 /tmp/enc.py,rename,/etc/andwsla.db,/etc,andwsla.db,.db,/var/tmp/scratch/andwsla.db.encrypted,0,,,0,1,1,CAMP-RW-001,2026-01-19 10:46:00,1,0,1,0,1
2026-01-19 10:45:24,app1,27713,63,1002,user1,/usr/bin/python3,/usr/bin/python3 /tmp/enc.py,write,/home/user1/docs/rplxbksohkj.doc,/home/user1/docs,rplxbksohkj.doc,.doc,,37719,,,0,1,1,CAMP-RW-001,2026-01-19 10:45:00,0,0,1,0,1
2026-01-19 11:08:08,app1,7111,93,0,root,/usr/bin/mv,/usr/bin/mv,open,/var/tmp/work/satoqszoi.cfg,/var/tmp/work,satoqszoi.cfg,.cfg,,0,,,0,0,0,,2026-01-19 11:08:00,0,0,0,0,0
2026-01-19 10:50:04,app1,27796,17,0,root,/usr/bin/python3,/usr/bin/python3 /tmp/enc.py,write,/etc/ngeqwa.xlsx,/etc,ngeqwa.xlsx,.xlsx,,31526,,,0,1,1,CAMP-RW-001,2026-01-19 10:50:00,1,0,1,0,1
2026-01-19 10:56:44,db1,7927,21,1000,app,/usr/local/bin/backupd,/usr/local/bin/backupd --target /srv/backup --full,unlink,/var/tmp/scratch/qayxn.log,/var/tmp/scratch,qayxn.log,.log,,0,,,0,0,0,,2026-01-19 10:56:00,0,0,0,0,0
2026-01-19 10:46:39,app1,34116,63,1001,backup,/usr/bin/python3,/usr/bin/python3 /tmp/enc.py,chmod,/opt/app/data/uskauw.xls,/opt/app/data,uskauw.xls,.xls,,0,644.0,,0,1,1,CAMP-RW-001,2026-01-19 10:46:00,1,0,1,0,1
2026-01-19 11:21:50,fs1,40842,42,0,root,/usr/bin/cp,/usr/bin/cp,write,/var/tmp/scratch/qmrnc.log,/var/tmp/scratch,qmrnc.log,.log,,1191,,,0,0,0,,2026-01-19 11:21:00,0,0,0,0,0
2026-01-19 10:47:30,app1,18978,96,1000,app,/usr/bin/python3,/usr/bin/python3 /tmp/enc.py,chown,/srv/data/projects/biugde.pdf,/srv/data/projects,biugde.pdf,.pdf,,0,,backup:backup,0,1,1,CAMP-RW-001,2026-01-19 10:47:00,0,0,1,0,1
2026-01-19 10:06:55,fs1,38931,53,1000,app,/usr/local/bin/backupd,/usr/local/bin/backupd --target /srv/backup --inc,open,/mnt/backup/arwcohlyl.log,/mnt/backup,arwcohlyl.log,.log,,0,,,0,0,0,CAMP-BENIGN-BACKUP,2026-01-19 10:06:00,0,1,0,0,0
2026-01-19 10:12:20,fs1,44298,36,0,root,/usr/sbin/logrotate,/usr/sbin/logrotate /etc/logrotate.conf,open,/var/tmp/cache/tohyca.pdf,/var/tmp/cache,tohyca.pdf,.pdf,,0,,,0,0,0,,2026-01-19 10:12:00,0,0,0,0,0
2026-01-19 10:14:04,fs1,3567,36,1001,backup,/usr/bin/python3,/usr/bin/python3 /opt/app/maint.py,open,/var/tmp/scratch/lzucz.tmp,/var/tmp/scratch,lzucz.tmp,.tmp,,0,,,0,0,0,,2026-01-19 10:14:00,0,0,0,0,0
2026-01-19 10:42:57,app1,1245,44,1001,backup,/usr/bin/python3,/usr/bin/python3 /tmp/enc.py,write,/var/lib/qbikpj.pdf,/var/lib,qbikpj.pdf,.pdf,,22334,,,0,1,1,CAMP-RW-001,2026-01-19 10:42:00,1,0,1,0,1
2026-01-19 10:50:49,app1,47629,90,1001,backup,/usr/bin/python3,/usr/bin/python3 /tmp/enc.py,unlink,/srv/backup/nmpaepgsm.bak,/var/lib,wlkmsla.bak,.bak,,12565,,,0,1,1,CAMP-RW-001,2026-01-19 10:50:00,1,0,1,1,1
2026-01-19 10:49:31,app1,39220,67,0,root,/usr/bin/python3,/usr/bin/python3 /tmp/enc.py,write,/srv/data/projects/fnmstuyi.pdf,/srv/data/projects,fnmstuyi.pdf,.pdf,,67634,,,0,1,1,CAMP-RW-001,2026-01-19 10:49:00,0,0,1,0,1
2026-01-19 10:48:38,app1,44750,9,1000,app,/usr/bin/python3,/usr/bin/python3 /tmp/enc.py,write,/etc/uvatxye.doc,/etc,uvatxye.doc,.doc,,185807,,,0,1,1,CAMP-RW-001,2026-01-19 10:48:00,1,0,1,0,1
2026-01-19 10:48:33,app1,21921,34,1000,app,/usr/bin/python3,/usr/bin/python3 /tmp/enc.py,write,/opt/app/data/ezblg.doc,/opt/app/data,ezblg.doc,.doc,,14505,,,0,1,1,CAMP-RW-001,2026-01-19 10:48:00,1,0,1,0,1
2026-01-19 10:32:45,db1,17385,20,0,root,/usr/bin/python3,/usr/bin/python3 /opt/app/maint.py,open,/var/tmp/work/snpnskidpgi.docx,/var/tmp/work,snpnskidpgi.docx,.docx,,0,,,0,0,0,,2026-01-19 10:32:00,0,0,0,0,0
2026-01-19 09:42:34,app1,14158,1,1000,app,/usr/bin/python3,/usr/bin/python3 /opt/app/maint.py,open,/home/ahsse.pdf,/home,ahsse.pdf,.pdf,,0,,,0,0,0,,2026-01-19 09:42:00,1,0,0,0,0
2026-01-19 11:09:33,app1,33663,26,1002,user1,/usr/sbin/logrotate,/usr/sbin/logrotate /etc/logrotate.conf,open,/var/tmp/work/yyzigoygbp.doc,/var/tmp/work,yyzigoygbp.doc,.doc,,0,,,0,0,0,,2026-01-19 11:09:00,0,0,0,0,0
